2026-04-09 20:04:56,461 | Qustionaire | user_id=None | request_id=eb938046-b346-46e7-9a9f-97092153a34a | [INFO] | [main.py- 88] | 新用户 ggg 进行注册
2026-04-09 20:20:00,295 | Qustionaire | user_id=枫糖 | request_id=bf0e97be-b782-4e94-b811-1f5dc12c468c | [INFO] | [main.py- 167] | 更新用户枫糖页面3的数据: {'diagnosis_result': '4b'}
2026-04-09 20:20:00,303 | Qustionaire | user_id=枫糖 | request_id=359b5476-90d1-4689-a6dd-71c7b98dd41b | [INFO] | [main.py- 178] | 更新用户枫糖页面3的时间: 34702
2026-04-09 20:20:00,314 | Qustionaire | user_id=枫糖 | request_id=4ab07f30-97a6-46b1-956e-71b4571255fb | [INFO] | [main.py- 178] | 更新用户枫糖页面3的时间: 34703
2026-04-09 20:20:00,491 | Qustionaire | user_id=枫糖 | request_id=2f8d3b76-1d74-4a0d-ba63-3aa7fc70b339 | [INFO] | [main.py- 152] | 请求用户枫糖页面4的数据
2026-04-09 20:20:00,498 | Qustionaire | user_id=枫糖 | request_id=2f8d3b76-1d74-4a0d-ba63-3aa7fc70b339 | [INFO] | [main.py- 154] | 页面4的数据：{'src_image_name': '2.png', 'des_image_name': '2.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': True, 'confidence': '中等信心', 'during_time': 7885, 'diagnosis_result': '', 'assistant': '可接受'}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:20:09,730 | Qustionaire | user_id=枫糖 | request_id=6686fe27-0fa7-471a-b9f1-ded707ef0035 | [INFO] | [main.py- 167] | 更新用户枫糖页面4的数据: {'边界特征': '成角', 'confidence': '中等信心', 'assistant': '可接受'}
2026-04-09 20:20:09,756 | Qustionaire | user_id=枫糖 | request_id=fe69bc61-b644-470a-ab47-ce08760b9197 | [INFO] | [main.py- 178] | 更新用户枫糖页面4的时间: 17132
2026-04-09 20:20:09,769 | Qustionaire | user_id=枫糖 | request_id=cf4c88d0-488a-400a-aafa-7b9779565292 | [INFO] | [main.py- 178] | 更新用户枫糖页面4的时间: 17132
2026-04-09 20:20:09,928 | Qustionaire | user_id=枫糖 | request_id=838b9ce4-c5dc-445c-b295-7ecb503f4e5c | [INFO] | [main.py- 152] | 请求用户枫糖页面5的数据
2026-04-09 20:20:09,930 | Qustionaire | user_id=枫糖 | request_id=838b9ce4-c5dc-445c-b295-7ecb503f4e5c | [INFO] | [main.py- 154] | 页面5的数据：{'src_image_name': '3.png', 'des_image_name': '3.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '高回声', '形状规则': '不规则形', '纵横比例': '等比例', '边界特征': '成角', 'with_ai': True, 'confidence': '', 'during_time': 20535, 'diagnosis_result': '', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:20:12,254 | Qustionaire | user_id=枫糖 | request_id=81051f11-1066-4894-8496-19993f4ae61a | [INFO] | [main.py- 178] | 更新用户枫糖页面5的时间: 22754
2026-04-09 20:20:12,283 | Qustionaire | user_id=枫糖 | request_id=5b43c2d1-77af-46a7-8cc7-725e3c30126e | [INFO] | [main.py- 178] | 更新用户枫糖页面5的时间: 22755
2026-04-09 20:20:12,407 | Qustionaire | user_id=枫糖 | request_id=79204d34-77fd-4666-a702-95f95f13d997 | [INFO] | [main.py- 152] | 请求用户枫糖页面3的数据
2026-04-09 20:20:12,409 | Qustionaire | user_id=枫糖 | request_id=79204d34-77fd-4666-a702-95f95f13d997 | [INFO] | [main.py- 154] | 页面3的数据：{'src_image_name': '1.png', 'des_image_name': '1.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '', 'during_time': 34703, 'diagnosis_result': '4b'}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:20:16,498 | Qustionaire | user_id=枫糖 | request_id=1996d989-c8e1-4777-a3c9-5ee80e455997 | [INFO] | [main.py- 178] | 更新用户枫糖页面3的时间: 38667
2026-04-09 20:20:16,508 | Qustionaire | user_id=枫糖 | request_id=dcd46f3c-e431-491b-945c-65d0a7b37c25 | [INFO] | [main.py- 178] | 更新用户枫糖页面3的时间: 38667
2026-04-09 20:20:16,618 | Qustionaire | user_id=枫糖 | request_id=2ee81305-f83d-46f2-89e5-059d416d7cc3 | [INFO] | [main.py- 152] | 请求用户枫糖页面5的数据
2026-04-09 20:20:16,619 | Qustionaire | user_id=枫糖 | request_id=2ee81305-f83d-46f2-89e5-059d416d7cc3 | [INFO] | [main.py- 154] | 页面5的数据：{'src_image_name': '3.png', 'des_image_name': '3.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '高回声', '形状规则': '不规则形', '纵横比例': '等比例', '边界特征': '成角', 'with_ai': True, 'confidence': '', 'during_time': 22755, 'diagnosis_result': '', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:20:20,023 | Qustionaire | user_id=枫糖 | request_id=51f16021-1189-4d49-b353-9e1d93658a8d | [INFO] | [main.py- 178] | 更新用户枫糖页面5的时间: 30028
2026-04-09 20:20:20,044 | Qustionaire | user_id=枫糖 | request_id=9395446b-f9f9-4777-9485-7f0e1ce1dcea | [INFO] | [main.py- 178] | 更新用户枫糖页面5的时间: 30029
2026-04-09 20:20:20,181 | Qustionaire | user_id=枫糖 | request_id=8417de7c-f333-4707-a761-334c0989285b | [INFO] | [main.py- 152] | 请求用户枫糖页面6的数据
2026-04-09 20:20:20,193 | Qustionaire | user_id=枫糖 | request_id=8417de7c-f333-4707-a761-334c0989285b | [INFO] | [main.py- 154] | 页面6的数据：{'src_image_name': '1.png', 'des_image_name': '1.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': True, 'confidence': '', 'during_time': 11515, 'diagnosis_result': '', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:20:26,189 | Qustionaire | user_id=枫糖 | request_id=153eeb0c-527a-4391-a774-beddd702e367 | [INFO] | [main.py- 178] | 更新用户枫糖页面6的时间: 17362
2026-04-09 20:20:26,206 | Qustionaire | user_id=枫糖 | request_id=73fedeb0-2dbf-4dfc-8a5f-9e31e069fb5b | [INFO] | [main.py- 178] | 更新用户枫糖页面6的时间: 17363
2026-04-09 20:20:26,371 | Qustionaire | user_id=枫糖 | request_id=1dfb25f2-b990-4bd8-aaf3-c0634553ef4e | [INFO] | [main.py- 152] | 请求用户枫糖页面5的数据
2026-04-09 20:20:26,392 | Qustionaire | user_id=枫糖 | request_id=1dfb25f2-b990-4bd8-aaf3-c0634553ef4e | [INFO] | [main.py- 154] | 页面5的数据：{'src_image_name': '3.png', 'des_image_name': '3.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '高回声', '形状规则': '不规则形', '纵横比例': '等比例', '边界特征': '成角', 'with_ai': True, 'confidence': '', 'during_time': 30029, 'diagnosis_result': '', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:20:37,251 | Qustionaire | user_id=枫糖 | request_id=18fff28b-f464-405b-8425-93f434c61609 | [INFO] | [main.py- 178] | 更新用户枫糖页面5的时间: 40772
2026-04-09 20:20:37,281 | Qustionaire | user_id=枫糖 | request_id=f020f77b-de3c-4daf-8a72-2bef352b476d | [INFO] | [main.py- 178] | 更新用户枫糖页面5的时间: 40772
2026-04-09 20:20:37,442 | Qustionaire | user_id=枫糖 | request_id=41e3ff6f-f5d8-4dae-a6d6-0aa3c75115f7 | [INFO] | [main.py- 152] | 请求用户枫糖页面1的数据
2026-04-09 20:20:37,443 | Qustionaire | user_id=枫糖 | request_id=41e3ff6f-f5d8-4dae-a6d6-0aa3c75115f7 | [INFO] | [main.py- 154] | 页面1的数据：{'src_image_name': '2.png', 'des_image_name': '2.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '', 'during_time': 78706, 'diagnosis_result': '6级'}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:20:40,248 | Qustionaire | user_id=枫糖 | request_id=08af1a35-c07f-4bec-9e34-b2da1aced839 | [INFO] | [main.py- 178] | 更新用户枫糖页面1的时间: 92196
2026-04-09 20:20:40,977 | Qustionaire | user_id=枫糖 | request_id=764dba7b-6914-487a-8637-5373acfb040c | [INFO] | [main.py- 178] | 更新用户枫糖页面5的时间: 41541
2026-04-09 20:20:50,442 | Qustionaire | user_id=枫糖 | request_id=fd3d332c-b9e5-4c6f-beae-f8c17ebbf4f9 | [INFO] | [main.py- 167] | 更新用户枫糖页面6的数据: {'diagnosis_result': '4c'}
2026-04-09 20:20:56,599 | Qustionaire | user_id=枫糖 | request_id=857528ef-1643-46b6-a328-bb8170c58722 | [INFO] | [main.py- 178] | 更新用户枫糖页面6的时间: 27104
2026-04-09 20:20:59,004 | Qustionaire | user_id=枫糖 | request_id=ac6c3cf1-a3b5-4ed7-8f2f-0f392ae7d7b3 | [INFO] | [main.py- 167] | 更新用户枫糖页面5的数据: {'回声强度': '高回声', '形状规则': '不规则形', '纵横比例': '等比例', '边界特征': '成角', 'assistant': '可接受'}
2026-04-09 20:20:59,022 | Qustionaire | user_id=枫糖 | request_id=16579a00-85d6-4cb5-aae1-5443431b3818 | [INFO] | [main.py- 178] | 更新用户枫糖页面5的时间: 25183
2026-04-09 20:20:59,040 | Qustionaire | user_id=枫糖 | request_id=3e97729b-eec6-4e00-badc-c1010632e6c2 | [INFO] | [main.py- 178] | 更新用户枫糖页面5的时间: 25184
2026-04-09 20:20:59,217 | Qustionaire | user_id=枫糖 | request_id=8a0513f6-a96f-489a-a0ff-d4cd7c79f440 | [INFO] | [main.py- 152] | 请求用户枫糖页面6的数据
2026-04-09 20:20:59,238 | Qustionaire | user_id=枫糖 | request_id=8a0513f6-a96f-489a-a0ff-d4cd7c79f440 | [INFO] | [main.py- 154] | 页面6的数据：{'src_image_name': '1.png', 'des_image_name': '1.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': True, 'confidence': '', 'during_time': 27104, 'diagnosis_result': '4c', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:21:01,787 | Qustionaire | user_id=枫糖 | request_id=e2c1b5a5-038e-498d-ac44-c1f2e0368b75 | [INFO] | [main.py- 178] | 更新用户枫糖页面6的时间: 32045
2026-04-09 20:21:01,817 | Qustionaire | user_id=枫糖 | request_id=9c0c34e7-53bc-4de1-a381-eef088d20297 | [INFO] | [main.py- 178] | 更新用户枫糖页面6的时间: 32045
2026-04-09 20:21:01,942 | Qustionaire | user_id=枫糖 | request_id=3c579ad7-8083-4ef0-8853-9dd27b9268a4 | [INFO] | [main.py- 152] | 请求用户枫糖页面1的数据
2026-04-09 20:21:01,948 | Qustionaire | user_id=枫糖 | request_id=3c579ad7-8083-4ef0-8853-9dd27b9268a4 | [INFO] | [main.py- 154] | 页面1的数据：{'src_image_name': '2.png', 'des_image_name': '2.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '', 'during_time': 92196, 'diagnosis_result': '6级'}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:21:03,438 | Qustionaire | user_id=枫糖 | request_id=005d4251-b81c-468e-99d7-bf5ffb2e3445 | [INFO] | [main.py- 178] | 更新用户枫糖页面1的时间: 96127
2026-04-09 20:21:03,453 | Qustionaire | user_id=枫糖 | request_id=63fd22e6-5f47-4596-9667-cb11d1b4e613 | [INFO] | [main.py- 178] | 更新用户枫糖页面1的时间: 96127
2026-04-09 20:21:03,572 | Qustionaire | user_id=枫糖 | request_id=75227ba7-00f8-4046-b745-58f7b4c6baf6 | [INFO] | [main.py- 152] | 请求用户枫糖页面2的数据
2026-04-09 20:21:03,574 | Qustionaire | user_id=枫糖 | request_id=75227ba7-00f8-4046-b745-58f7b4c6baf6 | [INFO] | [main.py- 154] | 页面2的数据：{'src_image_name': '3.png', 'des_image_name': '3.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '中等信心', 'during_time': 36798, 'diagnosis_result': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:21:05,190 | Qustionaire | user_id=枫糖 | request_id=b5a633a1-1098-4de5-ad24-01128787b77d | [INFO] | [main.py- 178] | 更新用户枫糖页面2的时间: 42281
2026-04-09 20:21:05,210 | Qustionaire | user_id=枫糖 | request_id=1575bfb5-fc84-4b60-b129-3a22153f5897 | [INFO] | [main.py- 178] | 更新用户枫糖页面2的时间: 42282
2026-04-09 20:21:05,318 | Qustionaire | user_id=枫糖 | request_id=bc78a2a0-7e60-43d5-891a-f7cc62ba6ca2 | [INFO] | [main.py- 152] | 请求用户枫糖页面3的数据
2026-04-09 20:21:05,340 | Qustionaire | user_id=枫糖 | request_id=bc78a2a0-7e60-43d5-891a-f7cc62ba6ca2 | [INFO] | [main.py- 154] | 页面3的数据：{'src_image_name': '1.png', 'des_image_name': '1.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '', 'during_time': 38667, 'diagnosis_result': '4b'}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:21:07,738 | Qustionaire | user_id=枫糖 | request_id=764a9f04-29f5-4086-bb4a-9628e80c8f05 | [INFO] | [main.py- 167] | 更新用户枫糖页面3的数据: {'diagnosis_result': '4b', 'confidence': '中等信心'}
2026-04-09 20:21:07,772 | Qustionaire | user_id=枫糖 | request_id=f0ff812b-5c71-4b75-a173-a8f8b1be1e3f | [INFO] | [main.py- 178] | 更新用户枫糖页面3的时间: 40993
2026-04-09 20:21:07,797 | Qustionaire | user_id=枫糖 | request_id=6ceec890-5ee0-4266-a4b9-d3fb5cc2574c | [INFO] | [main.py- 178] | 更新用户枫糖页面3的时间: 40994
2026-04-09 20:21:07,869 | Qustionaire | user_id=枫糖 | request_id=8c14f5c2-2ec7-4a49-807d-2bfa7ad7714b | [INFO] | [main.py- 152] | 请求用户枫糖页面4的数据
2026-04-09 20:21:07,911 | Qustionaire | user_id=枫糖 | request_id=8c14f5c2-2ec7-4a49-807d-2bfa7ad7714b | [INFO] | [main.py- 154] | 页面4的数据：{'src_image_name': '2.png', 'des_image_name': '2.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '成角', 'with_ai': True, 'confidence': '中等信心', 'during_time': 17132, 'diagnosis_result': '', 'assistant': '可接受'}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:21:10,478 | Qustionaire | user_id=枫糖 | request_id=2653c2c0-364a-4a44-8dd9-515aac2d2468 | [INFO] | [main.py- 178] | 更新用户枫糖页面4的时间: 19743
2026-04-09 20:21:11,008 | Qustionaire | user_id=枫糖 | request_id=e27fccec-cc96-4784-89d8-a435dcd2f25b | [INFO] | [main.py- 178] | 更新用户枫糖页面3的时间: 39176
2026-04-09 20:21:11,364 | Qustionaire | user_id=枫糖 | request_id=e7eb1ab2-ca5d-4d01-847f-0d57224874f0 | [INFO] | [main.py- 178] | 更新用户枫糖页面4的时间: 17496
2026-04-09 20:21:11,721 | Qustionaire | user_id=枫糖 | request_id=40cc644c-47e0-49dd-b1a8-2868d43c7097 | [INFO] | [main.py- 178] | 更新用户枫糖页面3的时间: 39008
2026-04-09 20:21:12,592 | Qustionaire | user_id=枫糖 | request_id=8c3bad69-1b67-4b02-a10b-77e24895be3f | [INFO] | [main.py- 178] | 更新用户枫糖页面2的时间: 37665
2026-04-09 20:21:13,144 | Qustionaire | user_id=枫糖 | request_id=bae10ed3-061b-4363-8416-e32de5aa2912 | [INFO] | [main.py- 178] | 更新用户枫糖页面3的时间: 39215
2026-04-09 20:21:13,526 | Qustionaire | user_id=枫糖 | request_id=046f1c8c-4ac8-44d7-aa97-058a77388a6f | [INFO] | [main.py- 178] | 更新用户枫糖页面2的时间: 37173
2026-04-09 20:21:13,925 | Qustionaire | user_id=枫糖 | request_id=c5bf82c7-dd2a-452f-8dcb-53863c73ef29 | [INFO] | [main.py- 178] | 更新用户枫糖页面3的时间: 39057
2026-04-09 20:21:15,360 | Qustionaire | user_id=枫糖 | request_id=63263106-73c4-4732-9939-62ac77a508f2 | [INFO] | [main.py- 178] | 更新用户枫糖页面4的时间: 18558
2026-04-09 20:21:15,859 | Qustionaire | user_id=枫糖 | request_id=b56490fa-32ee-45ad-ac9a-1d57903d6559 | [INFO] | [main.py- 178] | 更新用户枫糖页面3的时间: 39153
2026-04-09 20:21:16,939 | Qustionaire | user_id=枫糖 | request_id=7aac70a0-c809-465d-995b-d85a1be3b5b8 | [INFO] | [main.py- 178] | 更新用户枫糖页面4的时间: 18217
2026-04-09 20:21:18,800 | Qustionaire | user_id=枫糖 | request_id=c281e1a4-b224-46f1-a8e9-84856651b24a | [INFO] | [main.py- 178] | 更新用户枫糖页面3的时间: 40525
2026-04-09 20:21:20,025 | Qustionaire | user_id=枫糖 | request_id=e2383c04-4bba-4cdc-8a6c-cbebee4ba703 | [INFO] | [main.py- 178] | 更新用户枫糖页面4的时间: 18354
2026-04-09 20:21:20,379 | Qustionaire | user_id=枫糖 | request_id=865eaf6c-54f9-4ea7-8889-5e24816ccd7b | [INFO] | [main.py- 178] | 更新用户枫糖页面3的时间: 39018
2026-04-09 20:21:20,812 | Qustionaire | user_id=枫糖 | request_id=3ab412a6-86ce-45db-ac76-5386d18becbd | [INFO] | [main.py- 178] | 更新用户枫糖页面4的时间: 17551
2026-04-09 20:21:21,268 | Qustionaire | user_id=枫糖 | request_id=a579343d-77a0-429c-aff8-0d40d374086f | [INFO] | [main.py- 178] | 更新用户枫糖页面3的时间: 39114
2026-04-09 20:21:22,987 | Qustionaire | user_id=枫糖 | request_id=06dd49ad-1236-49e5-a28d-0f59fa6af58b | [INFO] | [main.py- 178] | 更新用户枫糖页面4的时间: 18862
2026-04-09 20:21:23,092 | Qustionaire | user_id=枫糖 | request_id=b055cea3-275b-4ca4-92e3-ada4a0f35ae4 | [INFO] | [main.py- 152] | 请求用户枫糖页面4的数据
2026-04-09 20:21:23,093 | Qustionaire | user_id=枫糖 | request_id=b055cea3-275b-4ca4-92e3-ada4a0f35ae4 | [INFO] | [main.py- 154] | 页面4的数据：{'src_image_name': '2.png', 'des_image_name': '2.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '成角', 'with_ai': True, 'confidence': '中等信心', 'during_time': 18862, 'diagnosis_result': '', 'assistant': '可接受'}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:21:23,670 | Qustionaire | user_id=枫糖 | request_id=d2485087-3f89-496f-b058-c382494be8f6 | [INFO] | [main.py- 178] | 更新用户枫糖页面4的时间: 21124
2026-04-09 20:21:24,122 | Qustionaire | user_id=枫糖 | request_id=24c836ab-0204-4420-b3c5-5d390891d9ff | [INFO] | [main.py- 178] | 更新用户枫糖页面3的时间: 39097
2026-04-09 20:21:24,271 | Qustionaire | user_id=枫糖 | request_id=5a0650c5-70a1-4b15-8436-ea4a0f220d47 | [INFO] | [main.py- 152] | 请求用户枫糖页面3的数据
2026-04-09 20:21:24,274 | Qustionaire | user_id=枫糖 | request_id=5a0650c5-70a1-4b15-8436-ea4a0f220d47 | [INFO] | [main.py- 154] | 页面3的数据：{'src_image_name': '1.png', 'des_image_name': '1.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '中等信心', 'during_time': 39097, 'diagnosis_result': '4b'}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:21:24,958 | Qustionaire | user_id=枫糖 | request_id=cf419213-e208-4c04-ab2c-5b523360247a | [INFO] | [main.py- 178] | 更新用户枫糖页面3的时间: 40183
2026-04-09 20:21:25,048 | Qustionaire | user_id=枫糖 | request_id=007dc0c5-4a2a-43ac-8e35-f2fe6274b297 | [INFO] | [main.py- 152] | 请求用户枫糖页面4的数据
